4357df4b3bb4daafd78ecb6a48288f2ee49b94b574677467fffbc3e2d038f0e7,False,aeffc923ea3f3873d56e4661597ed4c9098cdbafdc026f3e6888364b737a1ab7,,
8745f7e6b584b3406621da87328f7b63a993ef391a4a08bf6a94d691455aab6d,False,ff42da5e9b2d6433130ba650b25c9138f27f1abe47f382b2b8914361b887655d,,
bc19b3f0b36d807639619352e6b69ac14217cdf4125d1e89687f52547922fb84,False,ca7ef39ae1965c04a77c563a3b9199a49c34f2442b78e94c7c00da01a2496134,,
84b5eb96392ff8babd5cce848bc9698cb2e3e661644907a93a00f6b1105a35b6,False,d79abe425bc93f4a3ed3a2a80628543b72297a7e54c5c2ff6f9725e86a1ec5bf,,
b474c92678b0f322a277511a97ad6611530be725d89cc08a47a713235273b427,False,fc78e377b23b2e03bd952fd1b3535d2ba7a5920b19d60bb60f43218bf7338b6a,,
bf1fd62c6ab3e2a7e9dde6662463750ac2b6d6a5ae9e3e3a2576cfb57fc4e7a9,False,e8cd77fa49b7a266d820f3697addca953f67a5af8019537c139c7b59a84297f2,,
024ab7f0e1690840b293a16a855b1f031dd3acd84d096229bb4d79443960632f,False,5352bc86b822e828f843f9d24a493d45647fa9811cded7a23011073e9cec4fa0,,
bf9a63487e05709636a48295e326f7242c70499d3cf8c315331e0ab55f9d9e01,False,6d808e0e0aff961a1928af5939d6487dbc118c50653209b68f381f241bf7d9ec,,
7f92046b098434a423ce55daf5dc517ff522a8231042122b4f8706fd36b3b314,False,731c2c1acd29758fec49601d85572ea5daca218c3f0241f478ccaec4f82f9e19,,
a19724ef9ce17feb17aeb26f6fc386b20941a5b582ba6abcd92f1d3b1f514f9f,False,56bcf4e28927460be780f681157d307ffe678b63d9f3c21edbd0e384c82fc18e,,
51192ac2da6a66620564d76ac7975794d926edd3432b994bcac03fb173255c43,False,bb3c37dfcd6672a3d908f9db881752e45dec9cc4d5b3b93d56ccaedb735b115d,,
2972f26daee52a8817eaa5676554bd86d1ff855f75330cd5c9f478304d87a983,False,9f2fd6b680d85dedebba8ba8a4f366a7c97ed71806f402fa9921147ba3f786d4,,
4a8faa40004cae77d189346344addd0850b3a352b90300194c41d298a3873f4f,False,a576917861ac81b382b8610e115cb103f2a2f8c7a82e70c97c69b3e7dbaa43c7,,
15db6dbff597875ea13246e1c166802b690663c4e0635bfca78049d5a8762832,False,9dcb4b3a6ffa2106dc552f4699ad15073d1a7cca5413ebd4fae0c736bbe1946c,,
d6e410c54e16f657185512f33ab1824de46e54579b24b8ba2ab042681769add6,False,9eef295cec85428a2c6a8081306cb66de79e3dca9608fdd49454f4410127fae5,,
fc16e5f7eea2a8e2809393a0c840f8ce7483e2d7bca6e40a8c3087d4ef923210,False,54eb30579d006846fb45992e377fc395456f96ff53c013b971f95f23bb65bdcc,,
b398f8262ecb668fd00f668e1c9c1f99066e826212a5894b10c981c05d4e4f2a,False,932bce95c8a40a519566f99b6e6617638d1ad10d2b019109cc6aed5d515ef9da,,
724bca7f8b40bf0abb9b3c2c6bcf1436613d7664557c6e0f559acf2849c609ea,False,ce616025b672be4e75eb36d6a5770f70aa18b2caaaae02e9c46b2ceb26868133,,
0281b2ff36db36c817c1c73503bc97057766b86abeeb853b2093daa76fb311e8,False,4a62190a09dbf61a1003a1048a0ce854e9152ff09ee91dd22a82a7c751b3a42a,,
5a7cab9ed03b8dbe2b354cdd20216691dd073b1a1efed5d8aa63708bda104224,False,746a79d3b547ae733d6b9a24723e97b1dc5a8ca1054dd0670c7edd1474eda150,,
1ac1ce406b0e2e8a7cb9df9d673db17828831a49299cc315ae967ff7db6d44af,False,879bb68d8da01a60b6e915680147eb0790d7976eb12aa8bfe5ab61e281dcf82b,,
7ad6213f9712814fee3907a2aeb147276b922cc912bb6dc3ae64518fa2def58b,False,1c50a8fed054d6097800fb7752f7b22af53c9f21f3e4234c7af48e2696bc90b4,,
234b3d4151526cb351a056a2426ccd217aea6d4d3857c4662b0ca16fab188a88,False,1a1e97bed21281e138ab709c1a4936fc93d1d28e2c46821c3feb7c44493f2c14,,
ed10da2a80dc4d52d936bd840294cacd908940cd6f21de2e2a6ad09669a187df,False,3aa819448177a5750d0ad8be070d63a0fe6ae2b98ee15e359d2bc2dbc81fdead,,
93ea08cca2798107b90e8a38cfdd6ac73dd6f9fc9932f6eebb2b213cada76e1f,False,eb332659c5b1de4d54fb3c70936442d4bef42b708a0fd6176cb7d1e7f1ca9469,,
32c8cbfb21e2298fa0cadc544aa11ca9390f8d1b69a39f530cf0ff3804c39775,False,2b40e74f61836aa1f541760e41820e56ab7aaea60c015134f5f77050e2699d74,,
ef65d3cc24716461adc4497f99638f3c2c1a7275770bf96a2431264a99ecdb6b,False,320b17a934a37bba697a14133a7907721816e7e9b25b26400f8d03056f29fecf,,
59b98611ba3cdaca3c1c052995290a0638efdef07f4f90f1a92d668e6b4a97d3,False,50cb66ff9f080bd7b0f7ddd1793ce652c63895706f010895e36762d054d14569,,
7e7d0735ac8554386da58da00510750c5c510e55412cdabe7feedecd8968c409,False,48df6e6bdd6d464b9053b1f14885885b7fb7222ec6b11ea6a4c45d8ee6f1e281,,
c367a0b86608b056dd0e20ea9001b02e1f89734da81f22212bda3c6bbf4fbfb6,False,f4f2d6ae0973119273d72f5f43864ff60bd961adb6e81f32d6bf8f26e9de2a0b,,
b424066dc52ce0cfc35c8efbb41df5f45a33f17a7c5fdce00dc77fd011028683,False,59aa260ff16cdd16c776fec99ec1ce2eaf4c4bfbdf3f9148a7d4d2e1c0ed1681,,
eebe9379b5c39185fd21592a58221965fa583b994e931be56aecaa9123dbf50b,False,20fab5bf5b1ebde16d97d68d224b0165e61a857178c054da102158f6cba1fd05,,
78d01e89fd5692599d68e3a5f431529deb669bff877c20c2e4728b7c4af814b0,False,44bdecaa8e4e2bf7de3b3c46b43edc283fba16162de68cda2a84b1e22896c4e5,,
77e9eab96079e5a69c2ad9b80d8a3b5f65654c62b9b267049f725da6112de8b2,False,4e8286c806f4a9ebbbf06868a833d98a437b74ad91eaa74cceda9a195b1d47a6,,
734be3747efe8718b659a1d945ba96de91b5378f91cb10e883e7ca410842b48b,False,1907d1cde741de54bd8ac38ad6333d69ac95d99da69996c8f3220b90b1708bf6,,
8dafe27ab72fec92d7011cbd4c976067c0d9ee6082b682aebdf592791c229d05,False,56f97bd4f2faf7be7152ed603bb9ad983e6a06b311e29de5ba47600ca8ad8015,,
17971065b0a2f5dc39946663c5db2f06e9c29a5a1e4a30230e660347b4da5f38,False,137515ecf77d735feb1c503420622b99985b19836ec438bc8a1997daf2bf6f86,,
207b8f079730427baa7a7f9d6112ef293d3ad2754099e866313bb341086fa1a5,False,838f06ad714004c163581eb6a4b2de66e950ccd5a99aad5ada53dff062adb416,,
c83d181e468f6cbacd3854d05e04c24c23480268e37d9bd5cae83a642ef49ee2,False,85f80d688e2eec242037171d6ffb6f00b5596b708a970fac2c92dfc05beace5a,,
6d9c3e5dd1c77fd052f66bc45e6a1cf0c439ab7aec32d6ae8adbb9b7002a5d0e,False,c8d4504b59fdd713f89526a14120c509ba190dcb236f559796c03d5726709930,,
14075884468ea4dc819ffb2b05e06e2bb6ffae353ebc570dce4a8c5ce6559ad8,False,b5c6ccff881ac2df1fb214293c4bcb83ec62fedae545f4592911fe196931fdca,,
1bde3b459753d4a99c8482adcfcccd66023ccdcf7f38628eb54059b5ddeafb8e,False,e4f2d94adfd0aaa626614cdfe897d9c91625296c58fd2d924ad734655489cd50,,
6b1e71364a83abf46fbbbe1ce288e170d4c06209766ac43156a7f2d26e9099f1,False,9e0e1b134867f879e3cd8ba3a39d846177fd13bb70f5c1cec1f827deb07ddf7a,,
